the horse is jumping .	kudanya melompat .
this is not a game .	ini bukan permainan .
i like the way you smile .	aku suka cara kamu tersenyum .
tom s eyes are red , and he looks very tired .	mata tom merah , dan ia terlihat sangat lelah .
we ll leave as soon as it quits raining .	kita akan pergi segera setelah hujan reda .
i don t know anything about astronomy .	aku tidak tahu apa apa tentang astronomi .
keep a copy of that document .	simpan salinan dari dokumen itu .
tom s house is tidy .	rumah tom rapi .
do you like listening to classical music ?	apakah kamu suka mendengarkan musik klasik ?
i went out for a walk .	saya pergi keluar untuk jalan jalan .
we should cancel our party .	kita harus membatalkan pesta kita .
she wants to hug him .	dia ingin memeluknya .
if you don t want to miss the train , you d better hurry .	kalau kamu tidak mau ketinggalan kereta , lebih baik kamu bergegas .
here is a song from the first album .	ini dia sebuah lagu dari album perdana .
by the time she gets there , she will be happy again .	dia akan kembali senang setelah sampai di sana .
is that so ?	apa benar begitu ?
tom died on october 20th .	tom meninggal pada tanggal 20 oktober .
tom looks very busy today .	sepertinya tom sangat sibuk hari ini .
we ll speak to tom .	kita akan berbicara dengan tom .
the bus leaves every ten minutes .	busnya berangkat setiap 10 menit .
i don t want to discuss tom s problems with you .	saya tidak mau mendiskusikan masalah tom dengan kalian .
it s weird .	itu aneh .
put your gloves on .	pakai sarung tanganmu .
i think tom is a little paranoid .	aku rasa tom agak paranoid .
tom usually shops at the mall .	tom biasanya berbelanja di mal .
tom often cries when he s drunk .	tom seringkali menangis saat dia mabuk .
i m sleepy .	aku mengantuk .
can i use your pencil ?	bolehkah aku menggunakan pensilmu ?
she stayed at the hotel for several days .	dia menginap di hotel beberapa hari .
tom wants to go to the movies .	tom ingin pergi ke bioskop .
that coin is counterfeit .	koin itu palsu .
the students laughed .	murid murid tertawa .
tom has a new plan .	tom memiliki rencana baru .
i look like tom .	aku terlihat mirip tom .
i m going to go make dinner .	aku akan membuat makan malam .
tom put his seatbelt back on .	tom memakai kembali sabuk pengamannya .
drunk people often do stupid things .	orang mabuk sering berbuat hal hal bodoh .
are you a real doctor ?	apakah anda dokter sungguhan ?
look at that tall building .	lihat gedung yang tinggi itu .
who told you to go home ?	siapa yang menyuruhmu pulang ?
tom closed his speech with a beautiful song .	tom menutup pidatonya dengan lagu yang indah .
tom isn t going to buy a new car .	tom tidak akan membeli mobil baru .
tom and mary both lived in boston when they were kids .	tom dan mary sama sama tinggal di boston ketika mereka masih kecil .
it s not a toy .	itu bukan mainan .
what i m saying is true .	apa yang aku katakan itu benar .
tom is ugly , but he s really nice .	tom jelek , tapi ia sangat baik .
tom has been trying to contact you all morning .	tom sudah berusaha mengontakmu sejak pagi .
tom really makes me angry .	tom sungguh membuatku marah .
that job takes a lot of strength .	pekerjaan itu memerlukan banyak tenaga .
four multiplied by two is eight .	empat dikali dua sama dengan delapan .
i don t believe anything you say .	aku tidak memercayai apa pun yang kau katakan .
this tea is too bitter .	teh ini terlalu pahit .
no one likes to make mistakes .	tidak ada yang suka berbuat salah .
tom jackson was convicted , sentenced to death , and executed .	tom jackson dinyatakan bersalah , dijatuhi hukuman mati , dan dieksekusi .
in india , cows are sacred animals .	di india , sapi adalah hewan suci .
how did your date go with tom ?	bagaimana kencanmu dengan tom ?
tom is here with us .	tom di sini bersama kami .
i always said tom was a smart kid .	aku selalu bilang kalau tom anak yang pandai .
my grandfather was a farmer .	kakekku dulunya adalah seorang petani .
we re nonsmokers .	kami bukan perokok .
it was really nice .	itu bagus sekali .
i m not a baby .	saya bukan bayi .
who did you go to australia with ?	dengan siapa kamu pergi ke australia ?
tom is wrong .	tom salah .
he succeeded in swimming across the river .	dia berhasil berenang melewati sungai itu .
this heater burns gas .	pemanas ini berbahan bakar gas .
is there a cat on the table ?	apa ada kucing di atas meja ?
tom doesn t trust us .	tom tidak mempercayai kita .
a cat has two ears .	kucing punya dua telinga .
you must stay awake .	kau harus tetap terjaga .
where did you take those pictures ?	di mana kamu memfoto itu ?
i know you ve been waiting a long time , but could you wait just a little bit longer ?	saya tahu anda telah menunggu lama , tapi bisakah anda menunggu sebentar lagi ?
i m sure tom will be there .	aku yakin tom akan ada di sana .
learn to appreciate what you have .	belajarlah mensyukuri yang kamu miliki .
it s my ship .	ini kapalku .
look at that bird .	lihatlah burung itu .
i wish tom hadn t told mary about that .	aku harap tom belum memberitahukan hal itu kepada mary .
tom was very afraid .	tom sangat ketakutan .
there was a traffic accident in front of the house yesterday .	kemarin telah terjadi kecakaan didepan rumah saya .
eventually , someone is going to have to tell tom that he needs to behave himself .	pada akhirnya , seseorang harus memberi tahu tom kalau dia perlu menjaga perilakunya .
this skirt is cheap .	rok ini murah .
what do you want ?	apa yang kamu inginkan ?
shut up and let me think .	saya sedikitpun tidak punya uang .
i m writing a message to tom .	saya sedang menulis pesan kepada tom .
why did you go out ?	mengapa kamu pergi keluar ?
let s wait here until the rain stops .	mari menunggu di sini hingga hujannya reda !
you should be more reasonable .	seharusnya kau lebih rasional .
tom was working part time .	tom bekerja paruh waktu .
did you sleep well ?	apakah kamu tidur nyenyak ?
there is a cat .	ada seekor kucing .
wait a bit more .	tunggu sebentar lagi .
a horse is an animal .	kuda adalah binatang .
everyone is looking at tom .	semua orang melihat tom .
we finished the work .	kami menyelesaikan pekerjaannya .
your plan sounds great .	rencanamu kedengarannya bagus .
this room is just about big enough .	ruangan ini cukup besar .
it seems that he likes his present job .	sepertinya dia menyukai pekerjaannya yang sekarang .
i was a shy child .	dulu aku anak yang pemalu .
this pen doesn t work .	pulpen ini enggak bisa .
you re my friend .	kamu temanku .
have you seen tom s new hat ?	sudahkah kamu melihat topi baru tom ?
tom is a personal enemy of mine .	tom adalah musuh pribadi saya .
you aren t perfect .	anda tidak sempurna .
i wonder if tom still remembers how to do that .	saya berandai andai apakah tom masih mengingat bagaimana cara untuk melakukannya .
i m waiting for him .	aku sedang menunggunya .
you wouldn t be so casual about it if you were directly involved .	kamu tidak akan bisa sesantai itu jika kamu terlibat langsung .
fortunately , today tom is much better than he was yesterday .	sayangnya , hari ini tom jauh lebih baik daripada kemarin .
let me look into it .	biarkan aku melihat ke dalamnya .
we do this every monday .	kami melakukan ini setiap hari senin .
my house is dirty .	rumahku kotor .
i m going to propose to her .	aku akan melamarnya .
i like swimming and playing basketball .	saya gemar berenang dan bermain bola basket .
it s entirely up to you .	itu sepenuhnya terserah padamu .
she is not here yet .	dia masih belum di sini .
can your brother drive ?	bisakah saudaramu mengendarai mobil ?
can t a woman have a dream ?	bisakah seorang wanita memiliki impian ?
can i do anything for you ?	ada yang bisa saya lakukan untuk anda ?
i feel i m wasting my time here .	aku merasa kalau aku membuang buang waktuku di sini .
he should have come .	dia seharusnya datang .
i don t know where he lives .	saya tidak tahu di mana dia tinggal .
is this your bike ?	apakah ini sepedamu ?
tom needs guidance .	tom butuh panduan .
where else in boston do you want to go ?	di boston , kamu ingin pergi ke mana lagi ?
is there an atm nearby ?	apakah ada atm di dekat sini ?
i am sure of his passing the exam .	aku yakin dia akan berhasil melewati tesnya .
i m going to play tennis .	saya akan bermain tenis .
i hate this carpet .	saya benci permadani ini .
i think we have some unfinished business .	aku pikir kita punya beberapa urusan yang belum diselesaikan .
the accident happened previous to my arrival .	kecelakaan itu terjadi sebelum kedatanganku .
my dad will kill me .	ayahku akan membunuhku .
i know it s not as easy as it looks .	aku tahu ini tidak semudah kelihatannya .
what are those people doing here ?	apa yang orang orang itu lakukan di sini ?
tom said he d never speak to me again .	tom berkata dia tidak akan pernah berbicara denganku lagi .
the water is starting to boil .	airnya mulai mendidih .
i believe that you will succeed .	saya yakin kamu akan berhasil .
i ll talk with you about this later , ok ?	aku akan membicarakan ini denganmu nanti , ok ?
tom opened the gate for mary .	tom membukakan gerbang untuk mary .
my father s name is tom , and my mother s name is mary .	ayah saya bernama tom , dan ibu saya bernama mary .
how many students are there in your school ?	ada berapa siswa di sekolahmu ?
we ll do what tom suggested .	kita akan melakukan yang tom sarankan .
tom was dissatisfied with the service at the hotel where he stayed .	tom tidak puas dengan pelayanan hotel tempat dia menginap .
thanks for the welcome .	terima kasih atas sambutannya .
i think that tom is blind .	menurutku tom itu buta .
that s a marker , not a pen .	itu spidol , bukan pena .
why should i quit ?	kenapa saya harus keluar ?
if you had come only two minutes earlier , you could have caught the bus .	jika saja kau datang 2 menit lebih awal , kau pasti bisa sempat naik bus .
would you like anything to eat ?	apa kau ingin makan sesuatu ?
i live in my uncle s house now .	saya tinggal di rumah paman saya sekarang .
this is a big problem .	ini masalah besar .
tom really wanted to go to australia .	tom sangat ingin pergi ke australia .
i can t live without him .	aku tidak bisa hidup tanpa dia .
the worst is probably over .	mungkin yang terburuk sudah berakhir .
i need to go to the bathroom .	saya harus pergi ke kamar mandi .
tom mumbles .	tom bergumam .
i m very angry .	aku sangat marah .
we ve run out of sugar .	kita kehabisan gula .
that s it . i ve done everything i can do .	oke cukup . aku sudah melakukan apapun yang bisa kulakukan .
only through protest can a free and open society be maintained .	hanya melalui protes saja sebuah masyarakat yang bebas dan terbuka bisa terpelihara .
do you have a non smoking section ?	apakah ada area bebas rokok ?
i ll let you know the results as soon as i can .	saya akan menunjukkan hasilnya secepatnya .
i m getting sick of this .	aku mulai muak dengan hal ini .
bergen is the second largest city in norway .	bergen adalah kota terbesar kedua di norwegia .
you d better see a doctor .	sebaiknya kau pergi ke dokter .
there are plenty of fish in the sea .	pecah buyung , tempayan ada .
i can t play the organ .	aku tidak bisa bermain organ .
why would you want to talk to tom about that ?	kenapa kau ingin membicarakan hal itu dengan tom ?
can i get a pillow ?	boleh saya mendapatkan bantal ?
we have to do this the right way .	kita harus melakukannya dengan benar .
we re all dying .	kita semua sekarat .
will you open the door ?	boleh tolong buka pintunya ?
his skin was warm .	kulitnya hangat .
i ll write tom a letter .	saya akan menulis sebuah surat untuk tom .
i will do anything for you .	aku akan melakukan apa saja untukmu .
i was kicked out of high school .	saya dikeluarkan dari sma .
tom couldn t even look at mary .	tom sampai tidak sanggup melihat ke arah mary .
why are they angry ?	kenapa mereka marah ?
i d like to check out .	aku mau memeriksa .
my schedule is rather tight .	jadwalku lumayan padat .
he was the first man i interviewed for the job .	dia pria pertama yang saya wawancarai untuk pekerjaan .
i have to go to the men s room .	aku harus pergi ke kamar kecil .
the atlantic ocean is very big .	samudra atlantik sangat besar .
do you belong to any clubs ?	apa kamu mengikuti sebuah klub ?
forget him .	lupakan dia .
the blood test is normal .	tes darahnya normal .
bauxite is the main source of aluminium .	bauksit adalah sumber utama aluminium .
do your homework by yourself .	kerjakan pr mu sendiri .
tom doesn t play golf as much as he used to .	tom tidak lagi sering bermain golf seperti dulu .
i have to visit tom .	aku harus mengunjungi tom .
don t drink too much beer .	jangan minum bir terlalu banyak .
where s tom moving to ?	tom pindah ke mana ?
i m playing football now .	aku sedang bermain sepak bola sekarang .
tom doesn t know me .	tom tidak mengetahui saya .
i should go home and get some sleep .	aku harus pulang dan tidur .
get everyone out of here .	suruh semua orang keluar dari sini .
tom enjoys listening to punk rock .	tom senang mendengarkan musik punk rock .
he runs .	dia berlari .
here s my driver s license .	ini sim saya .
have you finished cleaning your room yet ?	sudahkah kau selesai membersihkan kamarmu ?
i advised tom to stop drinking .	aku menasihati tom agar berhenti minum minum .
it looks like there s an elevator over there .	sepertinya ada lift di sekitar sana .
in autumn , leaves change color and fall .	pada musim gugur , dedaunan berubah warna dan berguguran .
she looked up at the sky .	ia melihat ke atas langit .
you should help your friends .	kalian harus menolong teman teman kalian .
we found the front door locked .	kami mengetahui bahwa pintu depan terkunci .
tom spends a lot of his time reading .	tom banyak menghabiskan waktunya dengan membaca .
what s your favorite number ?	apa angka favoritmu ?
i will introduce you to my parents .	aku akan memperkenalkanmu kepada orang tuaku .
we need to find someone who can take care of this problem .	kita harus menemukan seseorang yang bisa mengatasi masalah ini .
have you eaten your dinner already ?	apa kau sudah menghabiskan makan malammu ?
she must have been very beautiful when she was young .	dia pasti sangat cantik ketika muda .
his brother is a famous soccer player .	kakaknya adalah seorang pemain sepak bola terkenal .
i m illiterate .	aku buta huruf .
what s left behind ?	apa yang tertinggal ?
i m accustomed to this .	aku terbiasa dengan ini .
french isn t the only language i m learning .	bahasa prancis bukanlah satu satunya bahasa yang kupelajari .
this compass will be useful on your trip .	kompas ini akan berguna bagi perjalanan anda .
thanks for opening the door .	terima kasih sudah membukakan pintu .
i wish i could speak english .	aku harap aku bisa berbahasa inggris .
tom should ve kept his mouth shut .	tom seharusnya menutup mulutnya rapat .
you should read the kind of books that contain the kind of information that will be useful to you later in life .	kamu harus membaca jenis buku yang informasinya dapat berguna untukmu di masa depan .
you did it again .	kamu telah melakukannya lagi .
am i imagining things ?	apa aku sedang berhalusinasi ?
tom isn t in his car .	tom tidak ada di mobilnya .
tom is fixing his bicycle .	tom sedang memperbaiki sepedanya .
they re still young .	mereka masih muda .
what happened ?	apa yang terjadi ?
did you order a pizza ?	apakah kamu memesan pizza ?
i have caught a bad cold .	aku terkena flu berat .
we need rain .	kami butuh hujan .
tom is tidying his room .	tom sedang merapikan kamarnya .
tom is learning to write programs in javascript .	tom sedang belajar membuat program dengan javascript .
does your mom know ?	ibumu tahu ?
this box is heavy .	kotak ini berat .
he is good at tennis .	dia jago bermain tenis .
tom was very frightened .	tom sangat ketakutan .
i like to fish in the river .	saya suka memancing di sungai .
we must sleep at least eight hours a day .	kita harus tidur paling tidak selama delapan jam sehari .
i can t dance either .	aku juga tidak bisa berdansa .
remove your shirt and lie down .	lepas kaosmu dan berbaringlah .
do you have a plan ?	apa kau memiliki sebuah rencana ?
add a little milk .	tambahkan sedikit susu .
how s life in australia ?	bagaimana kehidupan di australia ?
what s done is done .	nasi sudah menjadi bubur .
i m quitting my job as a teacher .	saya berhenti dari pekerjaan saya sebagai seorang guru .
tom and mary played in the park all day .	tom dan mary bermain di taman seharian .
i know where tom keeps his important papers .	aku tahu di mana tom menyimpan surat surat pentingnya .
tom s car is dirty .	mobil tom kotor .
let s do it your way .	mari kita lakukan dengan caramu .
you have to go back .	kamu harus kembali .
translate this book into french .	terjemahkan buku ini ke dalam bahasa prancis .
i like oranges better than apples .	aku lebih suka jeruk daripada apel .
i can t do this .	aku tidak bisa melakukan ini .
please read page ninety four .	tolong baca halaman sembilan puluh empat .
i have no time for reading .	aku gak punya waktu untuk membaca .
tom did as i told him .	tom melakukan apa yang aku katakan .
we re closed today .	hari ini kami tutup .
the morning after i arrived there , i took a walk into the woods of oaks .	pada pagi saya tiba di sana , saya berjalan jalan dalam hutan oak
tom staggered out .	tom terhuyung huyung keluar .
we run every day .	kami berlari setiap hari .
what would i do without you ?	apa yang akan kulakukan tanpamu ?
ask someone else besides me .	tanya orang lain selain aku .
this is food .	ini adalah makanan .
tom visited australia last summer .	tom mengunjungi australia musim panas kemarin .
drink less and sleep more .	kurangi minum dan tidurlah lebih banyak .
tom tried to answer the question .	tom mencoba menjawab pertanyaan itu .
i can t decide which car to buy .	aku tidak bisa memilih mobil mana yang mau kubeli .
we must act at once .	kita harus bertindak sekarang juga .
he left just now .	dia baru saja pergi .
my brother is always acting foolishly .	adikku selalu bertingkah konyol .
japanese houses are built of wood and they catch fire easily .	rumah rumah orang jepang terbuat dari kayu , sehingga rentan untuk terbakar .
tom bought bread .	tom membeli roti .
tom was surprised that mary had a motorcycle .	tom terkejut mengetahui mary memiliki sepeda motor .
the cat is under the car .	kucing itu ada di bawah mobil .
tom s very lazy .	tom sangat malas .
maybe we should go to australia .	mungkin kita harus pergi ke australia .
let s do it this way .	mari kita lakukan dengan cara ini .
the meeting will be held tomorrow .	rapatnya akan dilaksanakan besok .
she likes to cook for her family .	dia suka memasak untuk keluarganya .
she married him .	ia menikah dengannya .
tom says he s an old friend of yours .	tom bilang dia teman lamamu .
we d like to speak with you .	kami ingin berbicara dengan anda .
dry sand absorbs water .	pasir yang kering menyerap air .
i m not leaving .	aku tidak akan pergi .
could you bring me a pillow and blanket , please ?	bisakah bawakan saya bantal dan selimut , tolong ?
tom wasn t at home .	tom tidak ada di rumah .
he attributes his success to good luck .	dia menganggap kalau dirinya berhasil karena beruntung .
the government imposed a new tax on cigarettes .	pemerintah memberlakukan pajak baru pada rokok .
i want to eat korean food .	aku ingin makan makanan korea .
tom was caught red handed .	tom tertangkap basah .
tom and mary rode their horses through the canyon .	tom dan mary menunggang kuda mereka melewati ngarai .
are you ok alone ?	kamu gak apa apa sendirian ?
didn t i tell you so ?	tidakkah aku berkata begitu padamu ?
nobody knows where he lives .	tidak ada yang tahu dia tinggal di mana .
crying is normal .	menangis itu normal .
it s more comfortable outside .	lebih nyaman di luar .
which is heavier , lead or gold ?	mana yang lebih berat , timbel atau emas ?
press the button .	tekan tombolnya .
nobody asked you .	tidak ada yang bertanya padamu .
where s your sister ?	di mana kakakmu ?
we didn t go there .	kami tidak pergi ke sana .
tom spilled the milk .	tom menumpahkan susunya .
if i were you , i wouldn t do it .	kalau aku jadi kamu , aku tidak akan melakukan itu .
when will you be doing that ?	kapan kamu akan melakukan itu ?
everyone is drunk .	semua orang mabuk .
i don t know exactly .	aku tidak tahu tepatnya .
tom isn t able to swim .	tom tidak bisa berenang .
tom was wearing a blue shirt .	tom memakai kemeja biru .
at this time , we still don t know what causes als .	saat ini , kita masih belum tahu apa yang menyebabkan als .
i m proud of this team .	aku bangga dengan tim ini .
the work was very difficult .	pekerjaan itu sangat sulit .
they said they re happy .	mereka berkata bahwa mereka bahagia .
tom is folding his clothes .	tom sedang melipat pakaiannya .
free advice isn t always good advice .	nasihat gratis tidak selalu nasihat yang baik .
maybe next time .	mungkin lain kali .
show me your driving license , please .	tolong tunjukkan sim anda .
he s my brother .	dia adikku .
who opened the windows ?	siapa yang membuka jendela ?
english is difficult to learn .	bahasa inggris itu sulit dipelajari .
this isn t my car .	ini bukan mobilku .
i opened the door and saw two boys standing side by side .	saya membuka pintu dan melihat dua anak laki laki berdiri bersebelahan .
we made a lot of money .	kita menghasilkan banyak uang .
even tom was surprised to hear that .	bahkan tom terkejut mendengarkan itu .
what subjects does mr . jackson teach ?	mata pelajaran apa saja yang diajarkan pak jackson ?
i don t want to die yet .	aku masih belum mau mati .
i don t remember her name .	aku tidak ingat namanya .
i don t like my new job .	aku tidak suka pekerjaan baruku .
i was expecting you last night .	aku mengharapkanmu semalam .
she is afraid of cats .	dia takut kucing .
i showed my room to him .	aku menunjukkan kamarku padanya .
whose is it ?	itu punya siapa ?
why are you looking so sad ?	mengapa kamu terlihat begitu sedih ?
it ll probably rain .	kemungkinan hujan akan turun .
what have you done this week ?	apa saja yang kamu lakukan minggu ini ?
i am right .	aku benar .
tom killed his wife .	tom membunuh istrinya .
you don t smoke , do you ?	anda tidak merokok , bukan ?
i can t explain it either .	aku juga tidak dapat menjelaskannya .
i didn t know you had hay fever .	aku tidak tahu kalau kamu punya alergi serbuk sari .
is tom awake yet ?	apakah tom sudah bangun ?
darwin changed the world .	darwin telah mengubah dunia .
i felt out of place in the expensive restaurant .	aku merasa tidak pantas di restoran mahal itu .
what does the bible say about this ?	apa yang alkitab katakan tentang hal ini ?
these flowers have died .	bunga bunga ini sudah mati .
i have a younger sister who lives in boston .	aku punya adik perempuan yang tinggal di boston .
are you all ready ?	apa kalian semua sudah siap ?
i have faith they ll find tom .	saya yakin mereka akan menemukan tom .
tom is going to retire the year after next .	tom akan pensiun dua tahun lagi .
tom and mary played scrabble .	tom dan mary bermain scrabble .
tom is older than i am .	tom lebih tua daripada aku .
you aren t my mother .	kamu bukan ibuku .
have you met her before ?	apakah kau pernah bertemu dengannya sebelumnya ?
the customs officials examined the boxes .	petugas bea dan cukai memeriksa kotak kotak .
can we go to the circus ?	bisakah kita pergi ke sirkus ?
tom is distressed .	tom tertekan .
i honestly don t care .	sejujurnya saya tidak peduli .
my father bought a new car .	ayah saya membeli mobil baru .
i m writing a song in french .	aku menulis sebuah lagu dalam bahasa prancis .
they didn t say a word to each other for the rest of the school year .	mereka tidak saling menyapa selama sisa tahun mereka bersekolah .
the doctor persuaded him to give up smoking .	doktor membujuknya untuk berhenti merokok .
tom was bitten by a mosquito .	tom digigit nyamuk .
i can t stop thinking about what they did to me .	aku tak bisa berhenti memikirkan apa yang telah mereka lakukan padaku .
let go of my hand .	lepaskan tanganku .
thanks for volunteering .	terima kasih sudah menjadi sukarelawan .
tom and mary didn t complain .	tom dan mary tidak mengeluh .
are you fond of swimming ?	apakah kamu sangat menyukai berenang ?
fast is the opposite of slow .	cepat adalah kebalikan dari lambat .
this isn t a drill .	ini bukan bor .
he is my brother .	dia adalah adikku .
do you understand what you re saying ?	apakah kamu paham dengan apa yang kamu katakan ?
i think that tom is bored .	sepertinya tom bosan .
the bus stopped and we got on .	bis itu berhenti dan kami masuk
what s your specialty ?	jurusanmu apa ?
we were working hard on the project .	kami telah bekerja keras pada proyek ini .
everybody wants something .	setiap orang menginginkan sesuatu .
thousands of people died of hunger .	ribuan orang meninggal akibat kelaparan .
there s a lot of snow .	ada banyak salju .
so , what do you suggest ?	jadi , apa yang anda sarankan ?
children were running to and fro in the park .	anak anak berlari ke sana kemari di taman .
i had to walk there because my car broke down .	aku harus berjalan ke sana karena mobilku mogok .
why did you open the box ?	kenapa kau membuka kotaknya ?
tom sent you something .	tom mengirimkan kalian sesuatu .
is it still far from here ?	apakah masih jauh dari sini ?
tom is a minor .	tom masih di bawah umur .
i like this skirt . may i try it on ?	saya suka rok ini . boleh saya coba ?
tom was executed at dawn .	tom dieksekusi saat subuh .
i want to study mathematics .	saya ingin belajar matematika .
if tom were older , he d understand .	jika tom lebih dewasa , dia akan mengerti .
i think it s a good idea .	saya pikir itu ide yang bagus .
it s okay .	tidak apa apa .
i m pretty good at first aid .	saya cukup ahli dalam pertolong pertama .
i don t want to wait that long .	saya tidak ingin menunggu selama itu .
they re thirsty .	mereka haus .
some dog owners wonder if they are feeding their dogs enough .	para pemelihara anjing berpikir , apakah mereka telah memberi makan anjingnya dengan mencukupi .
that is the funniest joke that i have ever heard .	itu adalah lelucon terlucu yang pernah saya dengar .
i m not interested in going to any museums today .	saya sedang tidak ingin ke museum hari ini .
he said that he gets up at 6 o clock every day .	dia mengatakan bahwa dia bangun pada jam 6 setiap hari .
she s way taller than me .	dia jauh lebih tinggi dariku .
i have a friend who feeds his dog strawberries .	aku punya seorang teman yang memberi makan anjingnya stroberi .
i just can t stand this hot weather anymore .	aku sudah tidak tahan lagi dengan cuaca panas ini .
everyone knows that you re lying .	semua orang tahu kamu berbohong .
if you take a nap here , you ll catch a cold .	kalau kamu tidur di sini , nanti kamu kena pilek .
what kind of shop is this ?	toko macam apa ini ?
i have to do my homework instead of going out .	aku harus mengerjakan pr ku dan bukannya pergi keluar .
she s beautiful .	dia cantik .
have we met before ?	apa kita pernah bertemu sebelumnya ?
it s purple .	warnanya ungu .
have you been to london ?	kau pernah ke london ?
i like white roses more than red ones .	aku lebih suka mawar putih daripada mawar merah .
they re smiling .	mereka tersenyum .
tom is here because of me .	tom berada di sini karena aku .
bring me the flute .	bawakan aku serulingnya .
i thought for sure you d left town already .	saya yakin kamu sudah meninggalkan kota .
he is no better than a beggar .	dia tidak lebih baik daripada seorang pengemis .
wolves have long tails .	serigala memiliki ekor yang panjang .
can chimpanzees swim ?	apakah simpanse bisa berenang ?
i haven t eaten lunch .	aku belum makan siang .
you must follow school rules .	kamu harus menuruti aturan sekolah .
tom is nervous .	tom gugup .
i want you to come .	aku ingin kamu datang .
how old are you ? i m sixteen .	berapa umurmu ? aku enam belas tahun .
there s one thing i want to know .	ada satu hal yang ingin aku tahu .
i m sorry i didn t call last night .	maaf aku tidak meneleponmu semalam .
if we re going to do this , let s do it right .	jika kita mau melakukannya , mari kita lakukan dengan benar .
it s no problem .	tidak masalah .
i attend a public school .	aku bersekolah di sekolah negeri .
this is a serious mistake .	ini adalah kesalahan yang serius .
my pen just ran out of ink .	pulpenku baru saja habis .
you must not give up hope .	kamu tidak boleh berhenti berharap .
tom accepted the challenge .	tom menerima tantangan itu .
i couldn t forget you if i tried .	aku tidak dapat melupakanku ketika aku mencobanya .
you don t have to answer this question .	kamu tidak perlu menjawab pertanyaan ini .
education is important .	pendidikan itu penting .
what do i need to know ?	apa yang harus kuketahui ?
he did not have much time to work on his speech .	dia tidak mempunyai banyak waktu menyiapkan pidatonya .
i can t read your mind .	aku tidak bisa membaca pikiranmu .
tom slapped mary .	tom menampar mary .
this is raw meat .	ini daging mentah .
once bitten , twice shy .	takkan dua kali orang tua kehilangan tongkat .
i don t like artificial flowers .	saya tidak suka bunga buatan .
try again .	coba lagi .
tom lost his son in a car accident .	tom kehilangan anak laki lakinya akibat kecelakaan mobil .
tom is my only friend here .	tom adalah satu satunya temanku di sini .
nuts are nutritious .	kacang itu bernutrisi .
he was disappointed .	dia kecewa .
tom decided to upload the video he took to youtube .	tom memutuskan untuk mengunggah video yang diambilnya ke youtube .
here s your bag .	ini dia tasmu .
tom doesn t trust what anyone says .	tom tidak mau mempercayai apapun yang dikatakan orang lain .
why are you in your pajamas ?	kenapa kamu mengenakan piyama ?
tom tried to deceive mary .	tom mencoba menipu mary .
tom thought otherwise .	tom berpikiran lain .
show me your passport .	tunjukkan paspor anda .
tom broke that one .	tom merusakkan yang satu itu .
there is no point in giving him advice .	tidak ada gunanya menasihatinya .
they don t teach you that in school .	kamu tidak diajari itu di sekolah .
tom asks too many questions .	tom terlalu banyak bertanya .
many years later , the author added two more chapters to the novel .	bertahun tahun kemudian , penulis itu menambahkan dua bab lagi ke dalam novel .
i got acquainted with him in france .	aku berkenalan dengannya di prancis .
did you say three ?	apakah kalian bilang tiga ?
you lied to me , didn t you ?	kamu membohongiku , ya ?
this room has air conditioning .	ada ac di ruangan ini .
monkeys like bananas .	monyet suka pisang .
everyone deserves a second chance .	semua orang layak untuk mendapatkan kesempatan kedua .
an ambulance arrived minutes later .	ambulans tiba beberapa menit kemudian .
i don t expect to be gone long .	saya tidak menyangka akan pergi lama .
he left .	dia pergi .
did anybody come by ?	adakah orang yang mampir ?
i want to play .	saya ingin main .
his data is often inaccurate .	datanya sering tidak akurat .
would you please help me carry my suitcases ?	bisakah anda membantu saya membawa koper koper ini ?
he knows the truth .	dia mengetahui kebenaran .
where s the nearest art gallery ?	di manakah galeri seni terdekat ?
you can visit me tomorrow .	anda bisa mengunjungi saya besok .
what do you see out there ?	apa yang kamu lihat di luar sana ?
who s the man that s leaning against the gate ?	siapa pria yang bersandar di pagar ?
i d like to see that .	aku ingin melihatnya .
this movie is for adults only .	film ini hanya untuk orang dewasa .
tom needs it .	tom membutuhkannya .
he doesn t have the capacity to be president .	dia tidak memiliki kemampuan untuk menjadi presiden .
you re taller than i am .	kau lebih tinggi ketimbang aku .
tom ignored me .	tom tidak menghiraukanku .
no need to worry .	tidak perlu khawatir .
is it love ?	apakah ini cinta ?
tom said that i looked very young .	tom berkata bahwa aku terlihat sangat muda .
i was just about to eat .	saya sudah hampir mau makan .
i was forced to go .	aku dipaksa pergi .
monkeys climb trees .	monyet memanjat pohon .
why didn t you come ?	kenapa kamu tidak datang ?
i won t give you this .	aku tidak akan memberikan ini kepadamu .
i don t work on mondays .	aku tidak bekerja pada hari senin .
tom noticed mary s car parked in front of the library .	tom menyadari mobil mary yang diparkir di depan perpustakaan .
i met mary yesterday .	aku bertemu mary kemarin .
my first day in the university was rather boring .	hari pertama saya di universitas agak membosankan .
keep me posted .	terus kabari aku .
anybody can use it .	siapa saja bisa menggunakannya .
how often does it rain here ?	seberapa sering hujan di sini ?
some things just can t be translated .	beberapa hal tidak bisa diterjemahkan .
don t leave the bicycle out in the rain .	jangan tinggalkan sepeda di bawah hujan .
how about going for a swim ?	bagaimana kalau pergi berenang ?
when will you come back home ?	kapan kamu pulang ke rumah ?
how about something cold to drink ?	apakah anda mau minum sesuatu yang dingin ?
